Date,Category,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Estimate,Value,added_datetime
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior month,Percentage,Y,4.376911314984713,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior month,Percentage,Y,1.4793314147652779,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior month,Percentage,Y,25.672743055555515,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Percentage,Y,23.84072825815847,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,-9.299781181619258,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,-10.621978334019829,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,-6.977547495682224,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,-8.333597386331443,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior month,Percentage,Y,88.07692307692308,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,88.07692307692308,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior year,Actual,N,-410.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior year,Actual,N,-470.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior year,Actual,N,-7.251238451116874,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior year,Actual,N,-8.070776528744348,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior year,Actual,N,251.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior year,Actual,N,896.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-15.909161680057423,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Actual,N,20.130307796000878,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior year,Actual,N,1065.871794871795,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior year,Actual,N,948.1217948717949,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Actual,N,-122.87179487179492,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Actual,N,-52.12179487179492,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,-2.059692725237322,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,-1.1356221341913475,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-48.98076923076923,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-53.98076923076923,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.6685276268042682,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.708671378496298,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,442.3525641025641,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,324.6025641025641,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,3.877448947320585,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,2.592794364630775,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior year,Actual,N,-106.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior year,Actual,N,-153.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior year,Actual,N,-1.9158958912788302,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior year,Actual,N,-2.477156937373886,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Number,-,Actual,change from prior year,Percentage,N,10.513992641320103,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Number,-,Actual,change from prior year,Percentage,N,9.937888198757763,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior year,Percentage,N,-30.303030303030305,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior year,Percentage,N,-33.26256192498231,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior year,Percentage,N,-40.81702294435041,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior year,Percentage,N,-43.4268322349917,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior year,Percentage,N,4.817658349328215,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior year,Percentage,N,19.627601314348304,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,-11.478414348432986,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,19.62760131434828,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior year,Percentage,N,12.687942959349993,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior year,Percentage,N,11.130258497237886,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-21.6196706519287,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-10.474988083428876,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-30.444795343947757,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-19.44137165955009,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-43.44192392972881,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-45.84354074799935,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-49.81000221942695,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-51.26758455857755,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,74.54333336934096,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,45.643669665230476,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,54.890868344543385,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,31.056718156424008,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior year,Percentage,N,-17.81512605042017,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior year,Percentage,N,-23.83177570093458,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-26.964222174065416,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-32.31107818312916,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Number,-,Actual,-,-,N,24972.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,prior year,Actual,-,-,N,163.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,prior year,Percentage,-,-,N,0.6570196299729937,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,calendar year to date,Actual,-,-,N,20521.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,calendar year to date,Percentage,-,-,N,461.0424623680072,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,-,Actual,-,-,N,24717.272727272728,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,12 month rolling average,Actual,-,-,N,254.72727272727207,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,12 month rolling average,Percentage,-,-,N,1.0305638309610476,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Actual,-,-,Y,-10.818181818181818,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Percentage,-,-,Y,-0.04376770017286403,2024-02-07 09:10:59.380658
